,name,sha,precision,type,weight_type,architecture,average_score,has_chat_template,ifeval,bbh,math,gpqa,musr,mmlu_pro,is_not_available_on_hub,is_merged,is_moe,is_flagged,is_official_provider,upload_date,submission_date,generation,base_model,hub_license,hub_hearts,params_billions,co2_cost
Youlln/ECE-PRYMMAL-0.5B-FT-V4-MUSR_bfloat16_f5b268d63bb10f05a229da4f2ee9cb0882c93971_False,Youlln/ECE-PRYMMAL-0.5B-FT-V4-MUSR,f5b268d63bb10f05a229da4f2ee9cb0882c93971,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,4.211186680289756,False,"{'name': 'IFEval', 'value': 0.1137570535069172, 'normalized_score': 11.375705350691721}","{'name': 'BBH', 'value': 0.3038362724383693, 'normalized_score': 4.949091743380625}","{'name': 'MATH Level 5', 'value': 0.012084592145015106, 'normalized_score': 1.2084592145015105}","{'name': 'GPQA', 'value': 0.2701342281879195, 'normalized_score': 2.684563758389265}","{'name': 'MUSR', 'value': 0.3528854166666667, 'normalized_score': 1.47734375}","{'name': 'MMLU-PRO', 'value': 0.13214760638297873, 'normalized_score': 3.5719562647754137}",True,False,False,False,False,2024-10-21,2024-10-21,1,Youlln/ECE-PRYMMAL-0.5B-FT-V4-MUSR (Merge),apache-2.0,0,0.494,1.8973827349384214
Youlln/ECE-PRYMMAL-0.5B-SLERP-V2_bfloat16_5e87669abcdc042774a63b94a13880f1acd6e15d_False,Youlln/ECE-PRYMMAL-0.5B-SLERP-V2,5e87669abcdc042774a63b94a13880f1acd6e15d,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,4.6271949147226215,False,"{'name': 'IFEval', 'value': 0.1611934112599015, 'normalized_score': 16.119341125990154}","{'name': 'BBH', 'value': 0.2934774313772131, 'normalized_score': 1.9175609031491385}","{'name': 'MATH Level 5', 'value': 0.0007552870090634441, 'normalized_score': 0.0755287009063444}","{'name': 'GPQA', 'value': 0.27432885906040266, 'normalized_score': 3.243847874720355}","{'name': 'MUSR', 'value': 0.3831145833333333, 'normalized_score': 5.355989583333333}","{'name': 'MMLU-PRO', 'value': 0.10945811170212766, 'normalized_score': 1.0509013002364058}",True,False,False,False,False,2024-10-22,2024-10-22,1,Youlln/ECE-PRYMMAL-0.5B-SLERP-V2 (Merge),apache-2.0,0,0.494,1.3099948071405383
Youlln/ECE-PRYMMAL-0.5B-SLERP-V3_bfloat16_94bfab3b1f41458427e5f8598ceb3ec731ba1bd6_False,Youlln/ECE-PRYMMAL-0.5B-SLERP-V3,94bfab3b1f41458427e5f8598ceb3ec731ba1bd6,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,3.6630142582547953,False,"{'name': 'IFEval', 'value': 0.16701352411601217, 'normalized_score': 16.701352411601217}","{'name': 'BBH', 'value': 0.29383772587210827, 'normalized_score': 2.319604893286366}","{'name': 'MATH Level 5', 'value': 0.0, 'normalized_score': 0.0}","{'name': 'GPQA', 'value': 0.2516778523489933, 'normalized_score': 0.22371364653244186}","{'name': 'MUSR', 'value': 0.354125, 'normalized_score': 1.7656250000000016}","{'name': 'MMLU-PRO', 'value': 0.10871010638297872, 'normalized_score': 0.9677895981087459}",True,False,False,False,False,2024-10-22,2024-10-22,0,Youlln/ECE-PRYMMAL-0.5B-SLERP-V3,apache-2.0,0,0.494,1.27539691314213
Youlln/ECE-PRYMMAL-YL-1B-SLERP-V1_bfloat16_b5cd268edb0cc5c2c6ab2c49c950e611b2b8138c_False,Youlln/ECE-PRYMMAL-YL-1B-SLERP-V1,b5cd268edb0cc5c2c6ab2c49c950e611b2b8138c,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,16.681936382880597,False,"{'name': 'IFEval', 'value': 0.32510848991786234, 'normalized_score': 32.51084899178623}","{'name': 'BBH', 'value': 0.4208506248736219, 'normalized_score': 18.27951144620795}","{'name': 'MATH Level 5', 'value': 0.10725075528700906, 'normalized_score': 10.725075528700906}","{'name': 'GPQA', 'value': 0.2911073825503356, 'normalized_score': 5.480984340044745}","{'name': 'MUSR', 'value': 0.4265833333333333, 'normalized_score': 11.589583333333332}","{'name': 'MMLU-PRO', 'value': 0.2935505319148936, 'normalized_score': 21.5056146572104}",True,False,False,False,False,2024-11-08,2024-11-08,0,Youlln/ECE-PRYMMAL-YL-1B-SLERP-V1,apache-2.0,0,1.544,1.190681575994079
Youlln/ECE-PRYMMAL-YL-1B-SLERP-V2_bfloat16_3559f643c8d5774135a1cd8daea78fef31035679_False,Youlln/ECE-PRYMMAL-YL-1B-SLERP-V2,3559f643c8d5774135a1cd8daea78fef31035679,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,16.681936382880597,False,"{'name': 'IFEval', 'value': 0.32510848991786234, 'normalized_score': 32.51084899178623}","{'name': 'BBH', 'value': 0.4208506248736219, 'normalized_score': 18.27951144620795}","{'name': 'MATH Level 5', 'value': 0.10725075528700906, 'normalized_score': 10.725075528700906}","{'name': 'GPQA', 'value': 0.2911073825503356, 'normalized_score': 5.480984340044745}","{'name': 'MUSR', 'value': 0.4265833333333333, 'normalized_score': 11.589583333333332}","{'name': 'MMLU-PRO', 'value': 0.2935505319148936, 'normalized_score': 21.5056146572104}",True,False,False,False,False,2024-11-08,2024-11-08,0,Youlln/ECE-PRYMMAL-YL-1B-SLERP-V2,apache-2.0,0,1.544,1.20925564708773
Youlln/ECE-PRYMMAL-YL-7B-SLERP-V4_bfloat16_4939b9e24be6f03d5df1e9bb7dc1b4fd5d59404a_False,Youlln/ECE-PRYMMAL-YL-7B-SLERP-V4,4939b9e24be6f03d5df1e9bb7dc1b4fd5d59404a,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,10.869547461805958,False,"{'name': 'IFEval', 'value': 0.2509696494190969, 'normalized_score': 25.09696494190969}","{'name': 'BBH', 'value': 0.37697272812325017, 'normalized_score': 13.157437333845115}","{'name': 'MATH Level 5', 'value': 0.05362537764350453, 'normalized_score': 5.362537764350453}","{'name': 'GPQA', 'value': 0.2651006711409396, 'normalized_score': 2.0134228187919474}","{'name': 'MUSR', 'value': 0.3744895833333333, 'normalized_score': 7.011197916666666}","{'name': 'MMLU-PRO', 'value': 0.2131815159574468, 'normalized_score': 12.575723995271867}",True,False,False,False,False,2024-11-06,2024-11-06,0,Youlln/ECE-PRYMMAL-YL-7B-SLERP-V4,apache-2.0,0,7.616,1.540313926541391
Youlln/ECE-PRYMMAL0.5-FT_bfloat16_56b9fd5f26e5b6379fe4aa62e0f66b87b5c6f8e8_False,Youlln/ECE-PRYMMAL0.5-FT,56b9fd5f26e5b6379fe4aa62e0f66b87b5c6f8e8,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,5.585741676013818,False,"{'name': 'IFEval', 'value': 0.18507338306803725, 'normalized_score': 18.507338306803724}","{'name': 'BBH', 'value': 0.31320911187036277, 'normalized_score': 5.151599849335524}","{'name': 'MATH Level 5', 'value': 0.023413897280966767, 'normalized_score': 2.3413897280966767}","{'name': 'GPQA', 'value': 0.2558724832214765, 'normalized_score': 0.7829977628635317}","{'name': 'MUSR', 'value': 0.330125, 'normalized_score': 1.432291666666666}","{'name': 'MMLU-PRO', 'value': 0.14768949468085107, 'normalized_score': 5.298832742316785}",True,False,False,False,False,2024-10-02,2024-10-02,1,Youlln/ECE-PRYMMAL0.5-FT (Merge),apache-2.0,0,0.494,1.0067829764347855
Youlln/ECE-PRYMMAL0.5B-Youri_bfloat16_1477d3deff98f35f523aa222bc0442278d464566_False,Youlln/ECE-PRYMMAL0.5B-Youri,1477d3deff98f35f523aa222bc0442278d464566,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,3.505273892929676,False,"{'name': 'IFEval', 'value': 0.1446317991817267, 'normalized_score': 14.46317991817267}","{'name': 'BBH', 'value': 0.28173574256265815, 'normalized_score': 1.5012962555992377}","{'name': 'MATH Level 5', 'value': 0.0, 'normalized_score': 0.0}","{'name': 'GPQA', 'value': 0.24328859060402686, 'normalized_score': 0.0}","{'name': 'MUSR', 'value': 0.36965625, 'normalized_score': 4.007031250000002}","{'name': 'MMLU-PRO', 'value': 0.10954122340425532, 'normalized_score': 1.0601359338061456}",False,False,False,False,False,2024-10-07,2024-10-07,1,Youlln/ECE-PRYMMAL0.5B-Youri (Merge),,1,0.63,1.3116917717904806
Youlln/ECE-PRYMMAL1B-FT-V1_float16_d0fc3a6e93f91c8d586eb25c9f2a4ea4ca99e9f4_False,Youlln/ECE-PRYMMAL1B-FT-V1,d0fc3a6e93f91c8d586eb25c9f2a4ea4ca99e9f4,float16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,11.84779796618845,False,"{'name': 'IFEval', 'value': 0.2143745262569981, 'normalized_score': 21.43745262569981}","{'name': 'BBH', 'value': 0.4032647427840684, 'normalized_score': 16.18938601764277}","{'name': 'MATH Level 5', 'value': 0.06419939577039276, 'normalized_score': 6.419939577039275}","{'name': 'GPQA', 'value': 0.2785234899328859, 'normalized_score': 3.8031319910514525}","{'name': 'MUSR', 'value': 0.34165625, 'normalized_score': 3.873697916666666}","{'name': 'MMLU-PRO', 'value': 0.2742686170212766, 'normalized_score': 19.363179669030732}",True,False,False,False,False,2024-10-12,2024-10-12,1,Youlln/ECE-PRYMMAL1B-FT-V1 (Merge),apache-2.0,0,1.544,1.475191139732048
Youlln/ECE-Qwen0.5B-FT-V2_bfloat16_c87da3f19ab74854fca30f9ca71ce5c4884ef629_False,Youlln/ECE-Qwen0.5B-FT-V2,c87da3f19ab74854fca30f9ca71ce5c4884ef629,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,7.5746869620543364,False,"{'name': 'IFEval', 'value': 0.25259311958935626, 'normalized_score': 25.259311958935623}","{'name': 'BBH', 'value': 0.328970813623839, 'normalized_score': 7.632147610946966}","{'name': 'MATH Level 5', 'value': 0.02039274924471299, 'normalized_score': 2.0392749244712993}","{'name': 'GPQA', 'value': 0.26677852348993286, 'normalized_score': 2.2371364653243813}","{'name': 'MUSR', 'value': 0.30628125, 'normalized_score': 0.8851562499999998}","{'name': 'MMLU-PRO', 'value': 0.16655585106382978, 'normalized_score': 7.395094562647753}",True,False,False,False,False,2024-10-11,2024-10-11,1,Youlln/ECE-Qwen0.5B-FT-V2 (Merge),apache-2.0,0,0.494,1.0465990255890534
Youlln/ECE.EIFFEIL.ia-0.5B-SLERP_bfloat16_e376ce416af881eefa778d2566d15d9a6d29e7d9_False,Youlln/ECE.EIFFEIL.ia-0.5B-SLERP,e376ce416af881eefa778d2566d15d9a6d29e7d9,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,8.829965651830063,False,"{'name': 'IFEval', 'value': 0.2561403742071038, 'normalized_score': 25.614037420710382}","{'name': 'BBH', 'value': 0.33056720460862643, 'normalized_score': 8.405356119616796}","{'name': 'MATH Level 5', 'value': 0.05966767371601209, 'normalized_score': 5.966767371601208}","{'name': 'GPQA', 'value': 0.2651006711409396, 'normalized_score': 2.0134228187919474}","{'name': 'MUSR', 'value': 0.31021875, 'normalized_score': 0.9440104166666662}","{'name': 'MMLU-PRO', 'value': 0.1903257978723404, 'normalized_score': 10.036199763593379}",True,True,False,False,False,2024-10-14,2024-10-14,1,Youlln/ECE.EIFFEIL.ia-0.5B-SLERP (Merge),apache-2.0,0,0.63,1.2081187188905276
YoungPanda/qwenqwen_bfloat16_3b5d9b63076acc8988b8f7e9734cf1d78bb39c25_True,YoungPanda/qwenqwen,3b5d9b63076acc8988b8f7e9734cf1d78bb39c25,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2MoeForCausalLM,4.783628186114581,True,"{'name': 'IFEval', 'value': 0.12639684924888184, 'normalized_score': 12.639684924888185}","{'name': 'BBH', 'value': 0.337898518087465, 'normalized_score': 8.194779944827593}","{'name': 'MATH Level 5', 'value': 0.035498489425981876, 'normalized_score': 3.5498489425981874}","{'name': 'GPQA', 'value': 0.25, 'normalized_score': 0.0}","{'name': 'MUSR', 'value': 0.34336458333333336, 'normalized_score': 2.4539062499999997}","{'name': 'MMLU-PRO', 'value': 0.11677194148936171, 'normalized_score': 1.8635490543735225}",False,False,False,False,False,,2024-09-12,0,Removed,,0,14.316,14.245337780966572
Yuma42/KangalKhan-RawRuby-7B_bfloat16_54f56d4c6889eaf43fdd5f7d6dcef3c2ebe51929_True,Yuma42/KangalKhan-RawRuby-7B,54f56d4c6889eaf43fdd5f7d6dcef3c2ebe51929,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,20.49108954626372,True,"{'name': 'IFEval', 'value': 0.547674614467391, 'normalized_score': 54.76746144673909}","{'name': 'BBH', 'value': 0.47547278683676025, 'normalized_score': 26.387283588738626}","{'name': 'MATH Level 5', 'value': 0.06646525679758308, 'normalized_score': 6.646525679758309}","{'name': 'GPQA', 'value': 0.287751677852349, 'normalized_score': 5.033557046979867}","{'name': 'MUSR', 'value': 0.39495833333333336, 'normalized_score': 7.636458333333337}","{'name': 'MMLU-PRO', 'value': 0.30227726063829785, 'normalized_score': 22.475251182033094}",True,True,False,False,False,2024-02-17,2024-06-26,1,Yuma42/KangalKhan-RawRuby-7B (Merge),apache-2.0,7,7.242,1.3074388891203519
Yuma42/Llama3.1-IgneousIguana-8B_bfloat16_b3d20a0fdd9002cc39b921363ec873475f68874f_True,Yuma42/Llama3.1-IgneousIguana-8B,b3d20a0fdd9002cc39b921363ec873475f68874f,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,31.476166913247212,True,"{'name': 'IFEval', 'value': 0.8133297428600558, 'normalized_score': 81.33297428600558}","{'name': 'BBH', 'value': 0.5190512670457804, 'normalized_score': 31.985926552081427}","{'name': 'MATH Level 5', 'value': 0.21978851963746224, 'normalized_score': 21.978851963746223}","{'name': 'GPQA', 'value': 0.3104026845637584, 'normalized_score': 8.05369127516779}","{'name': 'MUSR', 'value': 0.42026041666666664, 'normalized_score': 12.465885416666666}","{'name': 'MMLU-PRO', 'value': 0.39735704787234044, 'normalized_score': 33.0396719858156}",True,True,False,False,False,2025-03-10,2025-03-10,1,Yuma42/Llama3.1-IgneousIguana-8B (Merge),llama3.1,2,8.03,0.7070549834224411
Yuma42/Llama3.1-SuperHawk-8B_bfloat16_4c9dfbc9b8b7bd98ca5ec288f4aab0cf85b2ccb5_True,Yuma42/Llama3.1-SuperHawk-8B,4c9dfbc9b8b7bd98ca5ec288f4aab0cf85b2ccb5,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,31.135471049209404,True,"{'name': 'IFEval', 'value': 0.7986420475449585, 'normalized_score': 79.86420475449586}","{'name': 'BBH', 'value': 0.5199931545260023, 'normalized_score': 31.966635202809908}","{'name': 'MATH Level 5', 'value': 0.2348942598187311, 'normalized_score': 23.48942598187311}","{'name': 'GPQA', 'value': 0.31291946308724833, 'normalized_score': 8.389261744966444}","{'name': 'MUSR', 'value': 0.40835416666666663, 'normalized_score': 10.377604166666663}","{'name': 'MMLU-PRO', 'value': 0.39453125, 'normalized_score': 32.72569444444445}",True,True,False,False,False,2025-03-10,2025-03-10,1,Yuma42/Llama3.1-SuperHawk-8B (Merge),llama3.1,1,8.03,0.7120080997921155
Z1-Coder/Z1-Coder-7B_float16_fb3866e2735424e6e133a1ca955dcdec6b577908_True,Z1-Coder/Z1-Coder-7B,fb3866e2735424e6e133a1ca955dcdec6b577908,float16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,21.533348699576006,True,"{'name': 'IFEval', 'value': 0.3215113676157041, 'normalized_score': 32.15113676157041}","{'name': 'BBH', 'value': 0.48418251218099567, 'normalized_score': 28.158145376480263}","{'name': 'MATH Level 5', 'value': 0.324773413897281, 'normalized_score': 32.477341389728096}","{'name': 'GPQA', 'value': 0.2726510067114094, 'normalized_score': 3.0201342281879207}","{'name': 'MUSR', 'value': 0.36215625, 'normalized_score': 2.736197916666669}","{'name': 'MMLU-PRO', 'value': 0.37591422872340424, 'normalized_score': 30.657136524822686}",True,False,False,False,False,2025-01-18,2025-03-01,0,Z1-Coder/Z1-Coder-7B,mit,0,7.613,1.1700372621730621
ZHLiu627/zephyr-7b-gemma-dpo-avg_float16_b97a56a94799ff084fde17bb8e65f3d1d80ecfe3_False,ZHLiu627/zephyr-7b-gemma-dpo-avg,b97a56a94799ff084fde17bb8e65f3d1d80ecfe3,float16,fine-tunedondomain-specificdatasets,Original,GemmaForCausalLM,14.667993195924751,False,"{'name': 'IFEval', 'value': 0.30899679517014855, 'normalized_score': 30.899679517014853}","{'name': 'BBH', 'value': 0.41488227982365095, 'normalized_score': 18.40453524667128}","{'name': 'MATH Level 5', 'value': 0.045317220543806644, 'normalized_score': 4.531722054380665}","{'name': 'GPQA', 'value': 0.2785234899328859, 'normalized_score': 3.8031319910514525}","{'name': 'MUSR', 'value': 0.4107083333333333, 'normalized_score': 9.805208333333335}","{'name': 'MMLU-PRO', 'value': 0.28507313829787234, 'normalized_score': 20.563682033096924}",False,False,False,False,False,,2025-02-25,0,Removed,,0,8.538,0.8876135928862379
ZHLiu627/zephyr-7b-gemma-rpo-avg_float16_d66c14a077fd7aa29dabaf3fb19e0f3630fb3646_False,ZHLiu627/zephyr-7b-gemma-rpo-avg,d66c14a077fd7aa29dabaf3fb19e0f3630fb3646,float16,fine-tunedondomain-specificdatasets,Original,GemmaForCausalLM,14.588311638428499,False,"{'name': 'IFEval', 'value': 0.30060350979844586, 'normalized_score': 30.060350979844586}","{'name': 'BBH', 'value': 0.41832761356743015, 'normalized_score': 19.016801252298812}","{'name': 'MATH Level 5', 'value': 0.04984894259818731, 'normalized_score': 4.984894259818732}","{'name': 'GPQA', 'value': 0.27684563758389263, 'normalized_score': 3.5794183445190177}","{'name': 'MUSR', 'value': 0.40810416666666666, 'normalized_score': 9.546354166666669}","{'name': 'MMLU-PRO', 'value': 0.2830784574468085, 'normalized_score': 20.342050827423165}",True,False,False,False,False,2025-02-23,2025-02-25,0,ZHLiu627/zephyr-7b-gemma-rpo-avg,apache-2.0,0,8.538,0.8713301212278419
ZeroXClem/L3-Aspire-Heart-Matrix-8B_bfloat16_d63917595e911b077cff38109c74622c3ec41704_True,ZeroXClem/L3-Aspire-Heart-Matrix-8B,d63917595e911b077cff38109c74622c3ec41704,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,25.81522350685034,True,"{'name': 'IFEval', 'value': 0.48335305877294465, 'normalized_score': 48.33530587729446}","{'name': 'BBH', 'value': 0.5384211938486898, 'normalized_score': 34.30754710829408}","{'name': 'MATH Level 5', 'value': 0.18277945619335348, 'normalized_score': 18.27794561933535}","{'name': 'GPQA', 'value': 0.32466442953020136, 'normalized_score': 9.955257270693513}","{'name': 'MUSR', 'value': 0.4187083333333333, 'normalized_score': 13.071874999999999}","{'name': 'MMLU-PRO', 'value': 0.3784906914893617, 'normalized_score': 30.94341016548463}",True,True,False,False,False,2024-11-21,2024-11-22,1,ZeroXClem/L3-Aspire-Heart-Matrix-8B (Merge),apache-2.0,4,8.03,1.5754026013900415
ZeroXClem/Llama-3.1-8B-AthenaSky-MegaMix_bfloat16_b67376478ad1f6e1355e9c42aea4072561fccc82_True,ZeroXClem/Llama-3.1-8B-AthenaSky-MegaMix,b67376478ad1f6e1355e9c42aea4072561fccc82,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,26.791594885986026,True,"{'name': 'IFEval', 'value': 0.63008151704145, 'normalized_score': 63.008151704145}","{'name': 'BBH', 'value': 0.5163423288466883, 'normalized_score': 31.385283673059273}","{'name': 'MATH Level 5', 'value': 0.2794561933534743, 'normalized_score': 27.945619335347434}","{'name': 'GPQA', 'value': 0.27768456375838924, 'normalized_score': 3.6912751677852316}","{'name': 'MUSR', 'value': 0.35384375, 'normalized_score': 6.897135416666669}","{'name': 'MMLU-PRO', 'value': 0.3503989361702128, 'normalized_score': 27.822104018912537}",True,True,False,False,False,2025-03-11,2025-03-11,1,ZeroXClem/Llama-3.1-8B-AthenaSky-MegaMix (Merge),apache-2.0,2,8.03,0.7384327295388944
ZeroXClem/Llama-3.1-8B-RainbowLight-EtherealMix_bfloat16_f3dacbc5d69989216ebe5c30092b25cb40f93cd9_True,ZeroXClem/Llama-3.1-8B-RainbowLight-EtherealMix,f3dacbc5d69989216ebe5c30092b25cb40f93cd9,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,22.830979754905858,True,"{'name': 'IFEval', 'value': 0.49734149833552754, 'normalized_score': 49.73414983355275}","{'name': 'BBH', 'value': 0.5154785280029148, 'normalized_score': 31.072264304734336}","{'name': 'MATH Level 5', 'value': 0.1216012084592145, 'normalized_score': 12.16012084592145}","{'name': 'GPQA', 'value': 0.28691275167785235, 'normalized_score': 4.921700223713646}","{'name': 'MUSR', 'value': 0.39470833333333327, 'normalized_score': 9.871874999999996}","{'name': 'MMLU-PRO', 'value': 0.363031914893617, 'normalized_score': 29.225768321512994}",True,True,False,False,False,2025-03-10,2025-03-11,1,ZeroXClem/Llama-3.1-8B-RainbowLight-EtherealMix (Merge),apache-2.0,2,8.03,0.7630019896475743
ZeroXClem/Llama-3.1-8B-SpecialTitanFusion_bfloat16_c5c0f936a7e182989dd035a846b08bfd578da6e5_True,ZeroXClem/Llama-3.1-8B-SpecialTitanFusion,c5c0f936a7e182989dd035a846b08bfd578da6e5,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,29.23340398888008,True,"{'name': 'IFEval', 'value': 0.7402403400754443, 'normalized_score': 74.02403400754443}","{'name': 'BBH', 'value': 0.5438928349489152, 'normalized_score': 34.823135587389494}","{'name': 'MATH Level 5', 'value': 0.23338368580060423, 'normalized_score': 23.338368580060422}","{'name': 'GPQA', 'value': 0.29949664429530204, 'normalized_score': 6.599552572706939}","{'name': 'MUSR', 'value': 0.38739583333333333, 'normalized_score': 7.491145833333332}","{'name': 'MMLU-PRO', 'value': 0.3621176861702128, 'normalized_score': 29.12418735224587}",True,True,False,False,False,2025-03-11,2025-03-11,1,ZeroXClem/Llama-3.1-8B-SpecialTitanFusion (Merge),apache-2.0,2,8.03,0.6858701462349897
ZeroXClem/Llama-3.1-8B-SuperNova-EtherealHermes_bfloat16_3512e8f5998996db8375142dc80df77a93cd7dc6_True,ZeroXClem/Llama-3.1-8B-SuperNova-EtherealHermes,3512e8f5998996db8375142dc80df77a93cd7dc6,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,28.405539774407757,True,"{'name': 'IFEval', 'value': 0.7338705745200512, 'normalized_score': 73.38705745200511}","{'name': 'BBH', 'value': 0.5244464882599044, 'normalized_score': 32.07128887769491}","{'name': 'MATH Level 5', 'value': 0.17447129909365558, 'normalized_score': 17.447129909365557}","{'name': 'GPQA', 'value': 0.29278523489932884, 'normalized_score': 5.7046979865771785}","{'name': 'MUSR', 'value': 0.4065833333333333, 'normalized_score': 11.322916666666663}","{'name': 'MMLU-PRO', 'value': 0.37450132978723405, 'normalized_score': 30.500147754137117}",True,True,False,False,False,2025-03-10,2025-03-11,1,ZeroXClem/Llama-3.1-8B-SuperNova-EtherealHermes (Merge),apache-2.0,3,8.03,0.7371906885752015
ZeroXClem/Llama-3.1-8B-SuperTulu-LexiNova_bfloat16_c25f5786954e523b1b0a2376db9abe1fd22313d1_False,ZeroXClem/Llama-3.1-8B-SuperTulu-LexiNova,c25f5786954e523b1b0a2376db9abe1fd22313d1,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,23.300170759550948,False,"{'name': 'IFEval', 'value': 0.4164583305629064, 'normalized_score': 41.64583305629064}","{'name': 'BBH', 'value': 0.5078595074869328, 'normalized_score': 30.50279668346708}","{'name': 'MATH Level 5', 'value': 0.25302114803625375, 'normalized_score': 25.302114803625376}","{'name': 'GPQA', 'value': 0.2860738255033557, 'normalized_score': 4.809843400447425}","{'name': 'MUSR', 'value': 0.39706249999999993, 'normalized_score': 11.232812499999994}","{'name': 'MMLU-PRO', 'value': 0.3367686170212766, 'normalized_score': 26.307624113475175}",True,True,False,False,False,2025-03-10,2025-03-10,1,ZeroXClem/Llama-3.1-8B-SuperTulu-LexiNova (Merge),apache-2.0,2,8.03,1.468249573248224
